BRAND,PRODUCT SKU,PRODUCT NAME,Shop Name,PRODUCT LINK,Note,BUNDLE LINK,Comment,Price,Price_Bundle
Unimig,U13005,NEW RAZOR ARC 180,TOTAL TOOLS,https://www.totaltools.com.au/205928-unimig-razor-arc-180-15a-stick-tig-welder-u13005?srsltid=AfmBOookAdOGPiTP9yCCWuFCyCDHxxZJTiNIok7NbvHAW8tWd6eFYiVl,,,,575,
Unimig,U13003K,RAZOR ARC 200 PFC,TOTAL TOOLS,https://www.totaltools.com.au/200071-unimig-razor-arc-200-pfc-welder-u13003k?srsltid=AfmBOoowt2flr4ItJ4SPJKNgCKvf8Mxz0dKWTqidq370DsjD0G0F1Xfe,,,,885,
Unimig,U13004,RAZOR ARC 140,TOTAL TOOLS,https://www.totaltools.com.au/205927-unimig-razor-arc-140-10a-stick-tig-welder-u13004?srsltid=AfmBOooNrf9S6E0yXhk-xzU87yn5b1eiZ0Vp5WjiLuH-OQVB8vT2Q_yJ,,,,519,
Unimig,U14005K,VIPER CUT 30 MK 2,TOTAL TOOLS,https://www.totaltools.com.au/180963-unimig-viper-cut-30-mk-ii-plasma-cutter-u14005k?srsltid=AfmBOoolDPbZDQUo1jgJcPrUeZ0CcxpfSt00EVUw4Kvt4S-MObLDFaYF,,,,699,
Unimig,U14001K,RAZOR CUT 40,TOTAL TOOLS,https://www.totaltools.com.au/157475-unimig-razor-cut-40-air-plasma-cutter-u14001k?srsltid=AfmBOorivm4IVM6gA-HM5XVyHkkn7sH7r32bBZMP1mso91sRI7I2-XN_,,,,2009,
Unimig,U14006K,RAZOR CUT 45,TOTAL TOOLS,https://www.totaltools.com.au/201302-unimig-razor-cut-45-plasma-cutter-u14006k?srsltid=AfmBOoppa3W6BdSr_u_pixIlNmDWdlw7qtztSfHxHChO--bn1kcZWCPn,,,,1695,
Unimig,U14007,RAZOR CUT 45 PLASMA CUTTER AIR COMPRESSOR,TOTAL TOOLS,https://www.totaltools.com.au/205888-unimig-45-razor-cut-plasma-cutter-air-compressor-u14007?srsltid=AfmBOopo5bWU3Ov-Yt6A-giZvorbrPaX9yD5tqT1mwXNvaOcGnkzQj3T,,,,365,
Unimig,KUPJRRW80,RAZOR CUT 80,TOTAL TOOLS,https://www.totaltools.com.au/112337-unimig-razorcut-80a-inverter-plasma-cutter-kupjrrw80?srsltid=AfmBOoo-iCJLhfqfazA1BcI8KWvUE7VCrHuwnbXgrMZMvQO7Oc2KoNLX,,,,1999,
Unimig,U14004K,RAZOR CUT 120,TOTAL TOOLS,https://www.totaltools.com.au/178773-unimig-razor-cut-120-plasma-cutter-u14002k?srsltid=AfmBOoqLu45yNBg6ArnH3FJqEeguu-cTeNy9ZMkYJXbaSCYrTFpxeViR,,,,4209,
Unimig,U14004K,RAZOR CUT 160,TOTAL TOOLS,,,,,,
Unimig,KUM27,WORKSHOP 270,TOTAL TOOLS,https://www.totaltools.com.au/144222-unimig-270a-workshop-270-mig-welder-kum270?srsltid=AfmBOorlv5-w9FBlfnKAs2rvO-BHU1VoGN1-JUEXqntW0TefZkGU-DHr,,,,3905,
Unimig,KUM270SWF,WORKSHOP 270 SWF,TOTAL TOOLS,https://www.totaltools.com.au/144223-unimig-270a-workshop-270-swf-mig-welder-kum270swf?srsltid=AfmBOorZMBl_Sj-46iMX8yVmvYWGezKvtT0JqQq7hcBnNRxhi7gL0Lxo,,,,5179,
Unimig,KUM390,WORKSHOP 390,TOTAL TOOLS,https://www.totaltools.com.au/144227-unimig-390a-workshop-390-mig-welder-kum390?srsltid=AfmBOor2UikEGNisUw6BetKZSB1PGzoqbahXgllTGBcH6QVkhYmJJ8Bd,,,,4469,
Unimig,KUM390SWF,WORKSHOP 390 SWF,TOTAL TOOLS,https://www.totaltools.com.au/144228-unimig-390a-workshop-390-swf-mig-welder-kum390swf?srsltid=AfmBOoqsWPNb5i9VTve-6KFbAAire0kYf02wqF7slcuZhrkXy5oLPXGh,,,,5654,
KUM390S/D,WORKSHOP 390 SWF DUAL VOLTAGE,WORKSHOP 390 SWF,TOTAL TOOLS,https://www.totaltools.com.au/144229-unimig-390a-workshop-390-swf-dual-voltage-mig-welder-kum390s-d?srsltid=AfmBOoqkvYUM-0oujjDPxkdwjnKHqaRN9yvin4podGHxtcI6CPvOCBm0,,,,6069,
KUM390S/D,KUM425SWF,WORKSHOP 425 SWF,TOTAL TOOLS,https://www.totaltools.com.au/144230-unimig-425a-workshop-425-swf-mig-welder-kum425swf?srsltid=AfmBOor_Py2uGB8FYYkof81WCCoNvsaoekjUiqqIKYFTXYswp9QWzGdk,,,,6069,
KUM390S/D,U11119,EVOLVE MULTI 400,TOTAL TOOLS,,,,,,
